,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
5773,397776,Star Child (Earth-616),\/Star_Child_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,,,Living Characters,5.0,Dec-10,2010.0
5774,471616,Sylvius (Earth-616),\/Sylvius_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,5.0,Jun-10,2010.0
5776,416273,Timothy (Inferno Baby) (Earth-616),\/Timothy_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,5.0,Oct-10,2010.0
5780,445610,Carl Rives (Earth-616),\/Carl_Rives_(Earth-616),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,5.0,Jan-11,2011.0
5784,462559,Dennis Piper (Earth-616),\/Dennis_Piper_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5.0,Aug-11,2011.0
5789,466183,General (Piper) (Earth-616),\/General_(Piper)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,5.0,Aug-11,2011.0
5790,476764,Georgios Panayiotou (Earth-616),\/Georgios_Panayiotou_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5.0,Jun-11,2011.0
5796,446939,Marcus Lyman (Earth-616),\/Marcus_Lyman_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,,Deceased Characters,5.0,Apr-11,2011.0
5797,587244,Marvel Girl (Lobe) (Earth-616),\/Marvel_Girl_(Lobe)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,5.0,Jan-11,2011.0
5798,444907,Penny Newsom (Earth-616),\/Penny_Newsom_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jan-11,2011.0
5801,440413,Pryor Cashman (Earth-616),\/Pryor_Cashman_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Jan-11,2011.0
5805,624689,Styx (Legion Personality) (Earth-616),\/Styx_(Legion_Personality)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,5.0,Jul-11,2011.0
5807,552575,Bomb (Anthony) (Earth-616),\/Bomb_(Anthony)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Oct-12,2012.0
5812,513813,Gari Oyle (Earth-616),\/Gari_Oyle_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Brown Hair,Female Characters,,Living Characters,5.0,Apr-12,2012.0
5815,552565,Holly Bright (Earth-616),\/Holly_Bright_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,5.0,Oct-12,2012.0
5816,578867,Honest John (Earth-616),\/Honest_John_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5.0,Dec-12,2012.0
5825,532836,Smithy (Earth-616),\/Smithy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,5.0,May-12,2012.0
5828,539684,Zoe Walsh (Earth-616),\/Zoe_Walsh_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Sep-12,2012.0
5835,586447,Dangerous Jinn (Earth-616),\/Dangerous_Jinn_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,5.0,Jan-13,2013.0
5837,612086,Eleanor Bennett (Earth-616),\/Eleanor_Bennett_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jan-13,2013.0
5838,629255,Mondo (Mojoverse),\/Mondo_(Mojoverse),Secret Identity,Bad Characters,White Eyes,Bald,Female Characters,,Living Characters,5.0,Jan-13,2013.0
5840,605423,Santi Sardina (Earth-616),\/Santi_Sardina_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,5.0,May-13,2013.0
5844,589100,Titus (Earth-616),\/Titus_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,5.0,Apr-13,2013.0
5883,237927,Allan Lewis (Earth-616),\/Allan_Lewis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Feb-40,1940.0
5885,282467,Benjamin Ruff (Earth-616),\/Benjamin_Ruff_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4.0,Sep-40,1940.0
5886,13132,Bruce Bravelle (Earth-616),\/Bruce_Bravelle_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Aug-40,1940.0
5891,346786,Khufor (Earth-616),\/Khufor_(Earth-616),Public Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Sep-40,1940.0
5892,260411,Martin Simon Burns (Earth-616),\/Martin_Simon_Burns_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Sep-40,1940.0
5893,282525,Muro (Earth-616),\/Muro_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-40,1940.0
5895,237560,Varen David (Earth-616),\/Varen_David_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Jun-40,1940.0
5896,239070,Zara of the Jungle (Earth-616),\/Zara_of_the_Jungle_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,4.0,Apr-40,1940.0
5897,76271,Zephyrus Jones (Earth-616),\/Zephyrus_Jones_(Earth-616),Public Identity,Good Characters,Green Eyes,Auburn Hair,Male Characters,,Living Characters,4.0,Feb-40,1940.0
5898,461628,Demon (Davey Drew Foe) (Earth-616),\/Demon_(Davey_Drew_Foe)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-41,1941.0
5901,244737,Lord of Death (Earth-616),\/Lord_of_Death_(Earth-616),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,4.0,Jun-41,1941.0
5902,7707,Pascal Horta (Earth-616),\/Pascal_Horta_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-41,1941.0
5913,12784,Ivan Kronov (Earth-616),\/Ivan_Kronov_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Green Hair,Male Characters,,Deceased Characters,4.0,Sep-54,1954.0
5924,478585,Timothy Jones (Adult) (Earth-616),\/Timothy_Jones_(Adult)_(Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Dec-60,1960.0
5929,13115,Gerald Marsh (Earth-616),\/Gerald_Marsh_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,4.0,Nov-62,1962.0
5933,13153,Kulla (Earth-616),\/Kulla_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-63,1963.0
5937,247909,Ape (Old West) (Earth-616),\/Ape_(Old_West)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Apr-64,1964.0
5938,11447,Colossus (Vegan) (Earth-616),\/Colossus_(Vegan)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Aug-64,1964.0
5941,27853,Lee Portman (Earth-616),\/Lee_Portman_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-64,1964.0
5942,15533,Morrat (Earth-616),\/Morrat_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,4.0,Nov-64,1964.0
5948,13172,Frank Smith (Earth-616),\/Frank_Smith_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-65,1965.0
5949,284600,General Wo (Earth-616),\/General_Wo_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-65,1965.0
5970,298284,Jonathan East (Earth-616),\/Jonathan_East_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,White Hair,Male Characters,,Deceased Characters,4.0,May-68,1968.0
5982,10211,Toru Tarakoto (Earth-616),\/Toru_Tarakoto_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Oct-70,1970.0
5983,706138,Godfried Herter (Earth-616),\/Godfried_Herter_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,4.0,Jan-71,1971.0
5997,109742,Black Mariah (Earth-616),\/Black_Mariah_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jan-73,1973.0
6002,2049,Ludi (Earth-616),\/Ludi_(Earth-616),Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,Living Characters,4.0,May-73,1973.0
6005,86069,Mongu (Earth-616),\/Mongu_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jun-73,1973.0
6008,20101,Nimrod (Vampire) (Earth-616),\/Nimrod_(Vampire)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Oct-73,1973.0
6009,15277,Ramon Garcia (Earth-616),\/Ramon_Garcia_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Jun-73,1973.0
6010,249101,Ree-Zee (Earth-616),\/Ree-Zee_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Jan-73,1973.0
6012,79531,Thomas Thunderhead (Earth-616),\/Thomas_Thunderhead_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,May-73,1973.0
6016,2749,Zartra (Atlantean) (Earth-616),\/Zartra_(Atlantean)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,4.0,Oct-73,1973.0
6021,15509,Cornell Cottonmouth (Earth-616),\/Cornell_Cottonmouth_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,4.0,Jun-74,1974.0
6030,525671,Loc Do (Earth-616),\/Loc_Do_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Aug-74,1974.0
6033,260744,Papa Shorty (Earth-616),\/Papa_Shorty_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-74,1974.0
6035,491358,Rachel Dandridge (Earth-616),\/Rachel_Dandridge_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Sep-74,1974.0
6039,21127,Victoria Wingate Hellstrom (Earth-616),\/Victoria_Wingate_Hellstrom_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jan-74,1974.0
6044,88638,Dorrek (Earth-616),\/Dorrek_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Living Characters,4.0,Mar-75,1975.0
6047,244527,Garko (Earth-616),\/Garko_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,May-75,1975.0
6060,670969,Musenda (Earth-616),\/Musenda_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-75,1975.0
6061,14085,"Nick Lewis, Jr. (Earth-616)","\/Nick_Lewis,_Jr._(Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-75,1975.0
6093,534268,Scrounger (Earth-616),\/Scrounger_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-76,1976.0
6098,115994,Abel Stack (Earth-616),\/Abel_Stack_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-77,1977.0
6110,263574,Zirksu (Earth-616),\/Zirksu_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,4.0,Apr-77,1977.0
6117,95534,Kogar (Earth-616),\/Kogar_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-78,1978.0
6121,15279,Phillip Garcia (Earth-616),\/Phillip_Garcia_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-78,1978.0
6132,180879,"William Evans, Jr. (Earth-616)","\/William_Evans,_Jr._(Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Feb-79,1979.0
6133,244367,Azaziah (Earth-616),\/Azaziah_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,4.0,Apr-80,1980.0
6134,62888,Dominic Tyrone (Earth-616),\/Dominic_Tyrone_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Aug-80,1980.0
6136,2745,Hestia (Earth-616),\/Hestia_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Nov-80,1980.0
6141,1158,Narda Ravanna (Earth-616),\/Narda_Ravanna_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jun-80,1980.0
6144,32382,Sylvester Marston (Earth-616),\/Sylvester_Marston_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-80,1980.0
6158,488906,Leanne (Earth-616),\/Leanne_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Apr-81,1981.0
6164,24417,Sentinels Mk IV (Earth-616),\/Sentinels_Mk_IV_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,Living Characters,4.0,Nov-81,1981.0
6165,531608,Shade (Gangster) (Earth-616),\/Shade_(Gangster)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-81,1981.0
6169,19672,Georgianna Castleberry (Earth-616),\/Georgianna_Castleberry_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jul-82,1982.0
6174,75285,Petunia Grimm (Earth-616),\/Petunia_Grimm_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Jan-82,1982.0
6175,4081,Ramsey Kole (Earth-616),\/Ramsey_Kole_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-82,1982.0
6178,125187,Simon Marshall (Earth-616),\/Simon_Marshall_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Mar-82,1982.0
6187,695773,Gretl Anders (Earth-616),\/Gretl_Anders_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4.0,Jan-84,1984.0
6190,33828,Isabel St. Ives (Earth-616),\/Isabel_St._Ives_(Earth-616),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,4.0,Mar-84,1984.0
6196,62248,Max Hammer (Earth-616),\/Max_Hammer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,4.0,Apr-84,1984.0
6204,1087,Zachary Drebb (Earth-616),\/Zachary_Drebb_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Jul-84,1984.0
6205,536517,Bernard Finn (Earth-616),\/Bernard_Finn_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,4.0,Oct-85,1985.0
6209,14063,Cherub Whirlwind (Earth-616),\/Cherub_Whirlwind_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,,,Deceased Characters,4.0,Jul-85,1985.0
6211,93609,Dyvyne (Earth-616),\/Dyvyne_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4.0,May-85,1985.0
6212,262327,Honcho (Vulturions) (Earth-616),\/Honcho_(Vulturions)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,4.0,Apr-85,1985.0
6218,116345,Bhadsha (Earth-616),\/Bhadsha_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4.0,Apr-86,1986.0
6225,116350,Hadj (Earth-616),\/Hadj_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,4.0,Apr-86,1986.0
6227,705789,Lois (Earth-616),\/Lois_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4.0,Apr-86,1986.0
6237,482498,Bahkt (Earth-616),\/Bahkt_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Jun-87,1987.0
6259,286799,Peter (Nereel) (Earth-616),\/Peter_(Nereel)_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Oct-88,1988.0
6265,18455,Agrom (Earth-616),\/Agrom_(Earth-616),No Dual Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4.0,Oct-89,1989.0
6267,46759,Dafydd ap Iowerth (Earth-616),\/Dafydd_ap_Iowerth_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-89,1989.0
6278,32606,Vlon (Earth-616),\/Vlon_(Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4.0,Sep-89,1989.0
6279,32607,Wilghe (Earth-616),\/Wilghe_(Earth-616),Public Identity,Good Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,4.0,Sep-89,1989.0
6280,16266,Black Light (Earth-616),\/Black_Light_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,4.0,Jun-90,1990.0
6286,683381,Ditmal Pirvat (Earth-616),\/Ditmal_Pirvat_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-90,1990.0
6288,437085,Fred Bouting (Earth-616),\/Fred_Bouting_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Apr-90,1990.0
6290,16484,Hump (Earth-616),\/Hump_(Earth-616),Secret Identity,Bad Characters,White Eyes,Green Hair,Male Characters,,Living Characters,4.0,Jul-90,1990.0
6300,16694,White Noise (Earth-616),\/White_Noise_(Earth-616),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jun-90,1990.0
6301,10138,Aleksey Lebedev (Earth-616),\/Aleksey_Lebedev_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Jun-91,1991.0
6302,2696,Axl Nacht (Earth-616),\/Axl_Nacht_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Feb-91,1991.0
6306,724390,Daemian Wainscroft (Earth-616),\/Daemian_Wainscroft_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,4.0,Jul-91,1991.0
6307,724392,Derrick Wainscroft (Earth-616),\/Derrick_Wainscroft_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Jul-91,1991.0
6309,25386,Fath (Earth-616),\/Fath_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Sep-91,1991.0
6312,26441,Jartran Radd (Earth-616),\/Jartran_Radd_(Earth-616),Public Identity,Good Characters,Grey Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jun-91,1991.0
6313,17328,Jim Sharp (Earth-616),\/Jim_Sharp_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-91,1991.0
6315,730864,Laura Lipton (Earth-616),\/Laura_Lipton_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jan-91,1991.0
6317,505517,Michael Shauneghann (Earth-616),\/Michael_Shauneghann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Aug-91,1991.0
6325,695425,Steven Partridge (Earth-616),\/Steven_Partridge_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,,,Living Characters,4.0,May-91,1991.0
6327,315642,Zahnmorder (Earth-616),\/Zahnmorder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,4.0,Sep-91,1991.0
6330,12420,Beelzeboul (Earth-616),\/Beelzeboul_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-92,1992.0
6333,1732,George Blair (Earth-616),\/George_Blair_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,,Living Characters,4.0,Feb-92,1992.0
6334,16498,Hardball (Imperial Guard) (Earth-616),\/Hardball_(Imperial_Guard)_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,4.0,Mar-92,1992.0
6337,401303,Katherine Petrezyn (Earth-616),\/Katherine_Petrezyn_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Dec-92,1992.0
6338,13363,Kevin Leonardo (Earth-616),\/Kevin_Leonardo_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4.0,Dec-92,1992.0
6339,702250,Lawrence Paxton (Earth-616),\/Lawrence_Paxton_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,4.0,Dec-92,1992.0
6342,16969,Marilyn Maycroft (Earth-616),\/Marilyn_Maycroft_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jun-92,1992.0
6344,629849,Miyami (Earth-616),\/Miyami_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Jan-92,1992.0
6350,250546,Sadae Tsumura (Earth-616),\/Sadae_Tsumura_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,4.0,Sep-92,1992.0
6351,702230,Samantha Bryant (Earth-616),\/Samantha_Bryant_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,4.0,Dec-92,1992.0
6358,3830,Thommanom (Earth-616),\/Thommanom_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,4.0,Jun-92,1992.0
6363,16780,Amie Zamborano (Earth-616),\/Amie_Zamborano_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-93,1993.0
6366,248189,Automaton (Earth-616),\/Automaton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Oct-93,1993.0
6367,248191,Banzai (Earth-616),\/Banzai_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Oct-93,1993.0
6371,632576,Christina Valentino (Earth-616),\/Christina_Valentino_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4.0,Feb-93,1993.0
6375,247551,Emma Malone (Earth-616),\/Emma_Malone_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,4.0,Oct-93,1993.0
6378,25591,Frank Bigelow (Earth-616),\/Frank_Bigelow_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jun-93,1993.0
6382,42892,Hrinmeer (Earth-616),\/Hrinmeer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Aug-93,1993.0
6386,685236,Keith Chandler (Earth-616),\/Keith_Chandler_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,4.0,Apr-93,1993.0
6388,248184,Lars Dinkelbach (Earth-616),\/Lars_Dinkelbach_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Oct-93,1993.0
6394,685234,Ray Chandler (Earth-616),\/Ray_Chandler_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,4.0,Apr-93,1993.0
6396,640359,Roxelana (Earth-616),\/Roxelana_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4.0,Dec-93,1993.0
6399,126055,Samuel Wantling (Earth-616),\/Samuel_Wantling_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Sep-93,1993.0
6409,386650,Zebadiah Creed (Earth-616),\/Zebadiah_Creed_(Earth-616),Secret Identity,Bad Characters,Amber Eyes,Brown Hair,Male Characters,,Deceased Characters,4.0,Aug-93,1993.0
6410,437733,Aaron Thorne (Earth-616),\/Aaron_Thorne_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-94,1994.0
6411,2181,Aloba Dastoor (Earth-616),\/Aloba_Dastoor_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Feb-94,1994.0
6417,4330,Harvest (Maurd) (Earth-616),\/Harvest_(Maurd)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jan-94,1994.0
6427,34679,Pandara (Earth-616),\/Pandara_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4.0,Jan-94,1994.0
6430,16137,Prime Skrull (Earth-616),\/Prime_Skrull_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,4.0,Jul-94,1994.0
6434,284303,Slaughter Boy (Earth-616),\/Slaughter_Boy_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Jul-94,1994.0
6441,79792,Barbara DeGioia (Earth-616),\/Barbara_DeGioia_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jan-95,1995.0
6444,85594,Cindy Knutz (Earth-616),\/Cindy_Knutz_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,4.0,Aug-95,1995.0
